	precision	recall	f1-score	support
0	0.9798099762470309	0.9774881516587678	0.9786476868327403	844.0
1	0.7164179104477612	0.7384615384615385	0.7272727272727273	65.0
accuracy	0.9603960396039604	0.9603960396039604	0.9603960396039604	0.9603960396039604
macro avg	0.8481139433473961	0.8579748450601532	0.8529602070527338	909.0
weighted avg	0.9609755601007685	0.9603960396039604	0.9606725797134874	909.0
