	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.9625152625152625	0.3604395604395605	0.3864468864468865	0.35531135531135527
1	0.9505494505494505	0.46630036630036636	0.44139194139194143	0.5201465201465201
2	0.9560439560439562	0.45965463108320254	0.43956043956043955	0.51007326007326
3	0.9703296703296707	0.42019884877027736	0.43589743589743585	0.4175824175824176
4	0.9560439560439563	0.4058608058608058	0.38461538461538464	0.45238095238095233
5	0.9758241758241759	0.38817373103087394	0.39285714285714285	0.3974358974358974
6	0.9757020757020759	0.39157509157509157	0.41208791208791207	0.38461538461538464
7	0.9702075702075704	0.42087912087912094	0.4413919413919414	0.42124542124542125
8	0.9669108669108669	0.32051282051282054	0.3388278388278388	0.31684981684981683
9	0.9725274725274725	0.3912087912087913	0.39743589743589747	0.39194139194139194
10	0.9714285714285715	0.40256410256410263	0.41208791208791207	0.4084249084249085
11	0.967032967032967	0.34542124542124547	0.35347985347985356	0.35347985347985356
12	0.9714285714285718	0.4413919413919414	0.46153846153846156	0.43956043956043955
13	0.9725274725274728	0.3934065934065934	0.3956043956043956	0.4084249084249084
14	0.9582417582417586	0.3908424908424908	0.3882783882783883	0.4047619047619047
