	precision	recall	f1-score	support
0	0.9776207302709069	0.9834123222748815	0.980507974010632	844.0
1	0.7666666666666667	0.7076923076923077	0.736	65.0
accuracy	0.9636963696369637	0.9636963696369637	0.9636963696369637	0.9636963696369637
macro avg	0.8721436984687868	0.8455523149835946	0.8582539870053161	909.0
weighted avg	0.9625360062508018	0.9636963696369637	0.9630239054620171	909.0
