	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.9428571428571428	0.36739926739926754	0.3562271062271062	0.4139194139194139
1	0.9537240537240538	0.4021978021978022	0.40018315018315026	0.4304029304029304
2	0.9637362637362636	0.3252747252747253	0.34065934065934067	0.3223443223443223
3	0.9626373626373628	0.30329670329670333	0.32051282051282054	0.30494505494505497
4	0.9659340659340662	0.3296703296703297	0.34065934065934067	0.32600732600732596
5	0.9659340659340662	0.35824175824175836	0.3699633699633699	0.3644688644688645
6	0.9614163614163617	0.32271062271062273	0.3443223443223444	0.3241758241758242
7	0.9658119658119659	0.33589743589743587	0.358974358974359	0.3315018315018315
8	0.9604395604395605	0.32600732600732607	0.34615384615384615	0.31868131868131866
9	0.9636141636141637	0.357875457875458	0.37728937728937734	0.35714285714285715
10	0.9637362637362638	0.4102564102564102	0.4230769230769231	0.4139194139194139
11	0.9625152625152626	0.3567765567765569	0.3626373626373626	0.36996336996337004
12	0.9614163614163614	0.4149136577708005	0.4221611721611722	0.43589743589743585
13	0.9559218559218559	0.27106227106227104	0.29120879120879123	0.26373626373626374
14	0.9505494505494505	0.2688644688644689	0.2857142857142857	0.2728937728937729
