	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.9568965517241379	0.6088222122704882	0.646551724137931	0.6275862068965519
1	0.9515086206896551	0.5974921630094044	0.5901477832512315	0.6564860426929392
2	0.9650198938992043	0.6398467432950193	0.6885057471264369	0.6436781609195402
3	0.9676724137931034	0.6984948002189383	0.6827586206896552	0.7545977011494253
4	0.9671750663129973	0.552791461412151	0.5959770114942529	0.5431034482758621
5	0.9644396551724138	0.655528188286809	0.6672413793103448	0.689080459770115
6	0.9628647214854111	0.6406972338006821	0.6594417077175699	0.6896551724137933
7	0.9580570291777188	0.7213016868189283	0.7000000000000001	0.7931034482758621
8	0.9607095490716181	0.6223316912972086	0.7471264367816093	0.57183908045977
9	0.9559018567639257	0.6932203811514157	0.7096059113300492	0.7356321839080461
