	precision	recall	f1-score	support
0	0.9621993127147767	0.995260663507109	0.9784507862550961	844.0
1	0.8888888888888888	0.49230769230769234	0.6336633663366337	65.0
accuracy	0.9592959295929593	0.9592959295929593	0.9592959295929593	0.9592959295929593
macro avg	0.9255441008018328	0.7437841779074006	0.8060570762958649	909.0
weighted avg	0.9569570931892731	0.9592959295929593	0.9537960202543259	909.0
