	precision	recall	f1-score	support
0	0.9809750297265161	0.9774881516587678	0.9792284866468843	844.0
1	0.7205882352941176	0.7538461538461538	0.7368421052631577	65.0
accuracy	0.9614961496149615	0.9614961496149615	0.9614961496149615	0.9614961496149615
macro avg	0.8507816325103168	0.8656671527524609	0.858035295955021	909.0
weighted avg	0.9623555119728242	0.9614961496149615	0.9618961271419972	909.0
