	precision	recall	f1-score	support
0	0.9775413711583925	0.9798578199052133	0.978698224852071	844.0
1	0.7301587301587301	0.7076923076923077	0.7187500000000001	65.0
accuracy	0.9603960396039604	0.9603960396039604	0.9603960396039604	0.9603960396039604
macro avg	0.8538500506585613	0.8437750637987604	0.8487241124260356	909.0
weighted avg	0.9598517433641371	0.9603960396039604	0.9601100679594587	909.0
