	precision	recall	f1-score	support
0	0.9698725376593279	0.9917061611374408	0.9806678383128296	844.0
1	0.8478260869565217	0.6	0.7027027027027027	65.0
accuracy	0.9636963696369637	0.9636963696369637	0.9636963696369637	0.9636963696369637
macro avg	0.9088493123079249	0.7958530805687204	0.8416852705077662	909.0
weighted avg	0.9611453437146829	0.9636963696369637	0.960791343467221	909.0
