	precision	recall	f1-score	support
0	0.9794188861985472	0.9585308056872038	0.9688622754491019	844.0
1	0.5783132530120482	0.7384615384615385	0.6486486486486487	65.0
accuracy	0.9427942794279428	0.9427942794279428	0.9427942794279428	0.9427942794279428
macro avg	0.7788660696052977	0.8484961720743711	0.8087554620488753	909.0
weighted avg	0.9507369652336161	0.9427942794279428	0.9459647113764622	909.0
