	precision	recall	f1-score	support
0	0.9719953325554259	0.9869668246445498	0.9794238683127571	844.0
1	0.7884615384615384	0.6307692307692307	0.7008547008547009	65.0
accuracy	0.9614961496149615	0.9614961496149615	0.9614961496149615	0.9614961496149615
macro avg	0.8802284355084822	0.8088680277068903	0.840139284583729	909.0
weighted avg	0.9588713538798453	0.9614961496149615	0.9595041808707618	909.0
