	dev_accuracy	dev_f1	dev_precision	dev_recall
0	0.9550438596491229	0.23625730994152044	0.24561403508771928	0.23538011695906436
1	0.9627192982456141	0.30233918128654974	0.31725146198830406	0.3026315789473684
2	0.9616228070175439	0.3342105263157895	0.34210526315789475	0.3391812865497076
3	0.9627192982456141	0.24064327485380121	0.24561403508771928	0.24415204678362573
4	0.9627192982456141	0.3055555555555556	0.3157894736842105	0.30994152046783624
5	0.956140350877193	0.3292397660818714	0.33918128654970764	0.32894736842105265
6	0.9594298245614035	0.3488304093567251	0.3654970760233919	0.3508771929824561
7	0.9550438596491229	0.34883040935672516	0.35233918128654973	0.3684210526315789
8	0.9605263157894737	0.31345029239766076	0.31286549707602346	0.3230994152046784
9	0.9594298245614035	0.31979949874686714	0.31871345029239767	0.3384502923976608
10	0.9649122807017544	0.34064327485380114	0.3508771929824561	0.3406432748538012
11	0.9627192982456141	0.35233918128654973	0.35526315789473684	0.36403508771929827
12	0.9587719298245614	0.3201754385964912	0.3201754385964912	0.34210526315789475
13	0.9587719298245614	0.3611528822055137	0.35818713450292394	0.3815789473684211
14	0.9638157894736842	0.30818713450292395	0.31286549707602335	0.31432748538011696
